Pair,Procedure,prime_word,target_word,word2veccosine,LSA,Undirected,newdirected,pathlength,UPMFG_Cat,ACN_0.1,ACN.r.cat,zRTTarget_trim,mean_len_c,mean_logf_c,mean_ldtz_c,mean_conc_c,directedcollapsed,undirectedfac,kenettfac,directedfac,path_28,path_29,path_30,path_31,path_32,path_33,path_34,path_35,dijkstra_28,dijkstra_29,dijkstra_30,dijkstra_31,dijkstra_32,dijkstra_33,dijkstra_34,dijkstra_35,decay_28
CONFERENCE-SEAFOOD,S2,CONFERENCE,SEAFOOD,-0.007247039,-0.02,3,6,3,3,2,2,-0.229476405,2.427193179,0.218566917,-0.00052799,0.606119356,H,3,3,6,3,3,3,3,3,3,3,3,1.576039255,1.576039255,1.576039255,1.748165341,1.748165341,1.748165341,1.748165341,2.149150277,1.752427535
CONTENT-PROFESSION,S2,CONTENT,PROFESSION,0.075451249,0.18,3,5,4,2,2,1,0.672152581,-0.572806821,0.668066917,-0.11702799,-1.028880644,5,3,4,5,3,3,3,3,4,4,4,4,1.990794376,1.990794376,1.990794376,1.990794376,2.524058922,2.524058922,2.568947477,2.568947477,2.196306875
CONVENT-REPUBLICAN,S2,CONVENT,REPUBLICAN,0.207345733,0,4,6,15,2,3,3,0.385853818,2.427193179,-0.927433083,0.19147201,-0.363880644,H,4,15,6,2,2,2,2,2,2,2,2,1.019831629,1.019831629,1.063587733,1.063587733,1.063587733,1.063587733,1.063587733,1.063587733,1.090559315
COOKING-ARMY,S1,COOKING,ARMY,0.09077882,-0.01,3,3,15,3,3,1,-0.371650612,-0.572806821,0.969066917,-0.20352799,0.706119356,3,3,15,3,3,3,3,3,3,3,4,4,1.824822369,1.824822369,1.860351571,1.885073602,1.885073602,1.885073602,2.022030909,2.022030909,1.983495342
COPIER-QUARREL,S1,COPIER,QUARREL,0.058993541,-0.06,4,5,6,3,3,3,1.275267733,0.427193179,-1.975433083,0.11347201,0.281119356,5,4,6,5,4,4,4,4,4,5,5,5,2.363051592,2.460292263,2.460292263,2.460292263,2.460292263,2.880122069,3.111784874,3.111784874,2.743676986
CORK-SIDEWALK,S1,CORK,SIDEWALK,0.031209186,0.04,3,4,15,5,3,3,0.012691233,-0.072806821,-1.367433083,-0.08552799,1.171119356,4,3,15,4,2,2,2,3,3,3,3,3,1.349904885,1.349904885,1.371270342,1.499835199,1.543969844,1.543969844,1.543969844,1.543969844,1.420631763
COVERED-SHIP,S2,COVERED,SHIP,-0.01026607,0.07,3,4,6,2,3,1,-0.025768447,-0.572806821,1.847566917,-0.13052799,0.401119356,4,3,6,4,3,4,4,4,4,4,4,6,1.993798341,2.315783355,2.464333596,2.464333596,2.562105867,N/A,N/A,N/A,2.186659499
CRACKLE-WHISPER,S1,CRACKLE,WHISPER,0.369671799,0.27,3,4,2,4,2,3,-0.680707446,0.927193179,-2.174433083,-0.07402799,0.161119356,4,3,2,4,1,1,1,1,1,1,1,1,0.630327999,0.630327999,0.630327999,0.630327999,0.630327999,0.630327999,0.630327999,0.630327999,0.630327999
CREATE-DISPLAY,S1,CREATE,DISPLAY,0.135919511,0.3,2,3,3,5,2,3,-0.0630163,0.427193179,2.355066917,-0.07052799,-0.498880644,3,2,3,3,2,2,2,2,3,3,3,3,1.358306643,1.358306643,1.358306643,1.358306643,1.720191832,1.720191832,1.720191832,1.720191832,1.425966885
CREATIVE-ARCHITECTURE,S1,CREATIVE,ARCHITECTURE,0.23092219,0.33,2,4,2,5,1,4,0.563084949,3.927193179,1.194566917,0.19547201,-0.978880644,4,2,2,4,2,2,2,2,2,2,2,2,0.963600797,0.963600797,0.963600797,0.963600797,0.963600797,0.963600797,0.963600797,0.963600797,1.000987598
CREW-LUCK,S1,CREW,LUCK,0.14583329,0.23,3,4,6,3,3,1,-0.289620885,-2.072806821,1.678066917,-0.31502799,-0.893880644,4,3,6,4,3,3,3,3,4,4,4,5,2.070656394,2.346312029,2.434057515,2.434057515,2.434057515,2.594132763,3.076218593,3.132118772,2.285101815
CROCHET-BETTER,S2,CROCHET,BETTER,0.02285587,0.04,3,4,15,3,2,2,0.656446174,0.427193179,0.683566917,0.01697201,-0.458880644,4,3,15,4,3,3,3,3,3,3,3,4,1.757662728,1.757662728,1.826355002,1.826355002,1.95306099,1.95458016,1.95458016,2.062074487,1.905943132
CRUDE-INSTRUMENT,S1,CRUDE,INSTRUMENT,0.074898646,0.11,3,4,6,4,3,2,0.558192682,1.427193179,0.025566917,0.16247201,-0.623880644,4,3,6,4,3,3,3,3,3,4,4,4,2.036825927,2.043345361,2.043345361,2.27440362,2.27440362,2.419301815,2.419301815,2.419301815,2.244881678
CRY-TICKLE,S1,CRY,TICKLE,0.22664147,0.28,2,4,3,4,1,4,0.248460026,-1.572806821,-0.486433083,-0.16752799,0.186119356,4,2,3,4,2,2,2,2,2,2,2,2,1.124905398,1.124905398,1.124905398,1.150654179,1.150654179,1.150654179,1.150654179,1.150654179,1.194877532
CUBE-RECTANGLE,S2,CUBE,RECTANGLE,0.554759368,0.38,2,2,1,5,1,5,0.025346772,0.427193179,-0.668933083,-0.03452799,0.951119356,2,2,1,2,1,1,1,1,1,1,1,1,0.445240424,0.445240424,0.445240424,0.445240424,0.445240424,0.445240424,0.445240424,0.445240424,0.445240424
CUSS-AGENT,S2,CUSS,AGENT,0.082417983,0.02,3,5,6,3,3,1,-0.225595024,-1.572806821,-0.803933083,0.15897201,-0.363880644,5,3,6,5,3,3,3,4,4,4,4,6,1.899894694,1.899894694,1.899894694,2.530216429,2.561009306,2.561009306,2.736571904,3.439529595,2.100077728
CYLINDER-FORCE,S2,CYLINDER,FORCE,0.069453118,0.09,3,4,2,4,2,1,-0.307293035,1.427193179,0.103566917,0.00447201,0.081119356,4,3,2,4,3,3,4,4,4,5,5,5,2.086039035,2.086039035,2.331144108,2.331144108,2.331144108,N/A,N/A,N/A,2.30017101
DART-SLOW,S2,DART,SLOW,0.126043063,0.1,2,2,3,4,2,4,-0.40819968,-2.072806821,0.403066917,-0.22852799,0.351119356,2,2,3,2,2,2,2,2,3,3,3,3,1.351179613,1.351179613,1.351179613,1.351179613,1.754125699,1.754125699,1.785588142,1.785588142,1.417453519
DASH-REST,S2,DASH,REST,0.129842085,0.19,3,4,4,4,2,2,-0.459589386,-2.072806821,1.060566917,-0.23902799,-0.528880644,4,3,4,4,3,3,3,3,3,4,4,4,1.89587712,1.908858891,1.942513155,1.942513155,1.976478035,2.354840649,2.39358933,2.436081442,2.086784236
DECEPTION-BETRAY,S2,DECEPTION,BETRAY,0.315040865,0.09,2,2,2,1,1,4,0.048842188,1.427193179,-1.509433083,0.37447201,-1.723880644,2,2,2,2,1,1,1,1,2,2,2,2,0.684958988,0.684958988,0.684958988,0.684958988,0.832852819,0.832852819,0.832852819,0.832852819,0.684958988
DECOMPOSE-DISSOLVE,S2,DECOMPOSE,DISSOLVE,0.327327209,0.19,1,1,2,4,1,4,0.332597147,2.427193179,-2.116933083,0.18847201,-0.663880644,1,1,2,1,1,1,1,1,1,2,2,2,0.672672609,0.672672609,1.047400925,1.047400925,1.650430758,1.650430758,1.687733651,1.687733651,0.672672609
DEODORANT-BEACH,S1,DEODORANT,BEACH,0.162370164,0.03,3,3,4,3,2,1,-0.1913446,0.927193179,-0.961433083,0.11997201,1.156119356,3,3,4,3,2,2,2,3,3,3,3,3,1.367549491,1.367549491,1.367549491,1.641105697,1.76876916,1.774651223,1.81961084,1.842648274,1.434718961
DEPRESSED-CLOWN,S2,DEPRESSED,CLOWN,0.110597984,0.15,2,4,4,1,2,4,-0.038814071,-0.572806821,0.203566917,-0.09902799,-0.323880644,4,2,4,4,2,2,2,2,2,2,3,3,1.323259215,1.323259215,1.323259215,1.323259215,1.323259215,1.323259215,1.635375095,1.763692727,1.389194136
DETECTIVE-TREASON,S2,DETECTIVE,TREASON,0.079190489,0.19,2,3,2,1,1,4,-0.107596766,1.927193179,0.483066917,0.21447201,-0.618880644,3,2,2,3,2,2,2,2,2,2,2,2,1.167051077,1.167051077,1.167051077,1.167051077,1.167051077,1.167051077,1.167051077,1.167051077,1.221735694
DETERGENT-ASLEEP,S1,DETERGENT,ASLEEP,0.006124212,-0.04,4,4,4,5,3,2,0.088958049,1.427193179,-1.010433083,0.11297201,0.501119356,4,4,4,4,3,3,3,3,3,3,3,3,1.558665065,1.558665065,1.558665065,1.62495645,1.62495645,1.649697762,1.649697762,1.649697762,1.726678959
DIAMOND-HOOK,S1,DIAMOND,HOOK,0.044578433,0.12,3,5,6,2,3,1,-0.21127146,-0.572806821,0.942066917,-0.14702799,1.101119356,5,3,6,5,2,3,3,3,3,3,3,3,1.408743226,1.888579059,1.888579059,1.896328775,1.896328775,1.912270667,1.912270667,1.912270667,1.478305798
DIGESTION-POPULAR,S2,DIGESTION,POPULAR,-0.050049995,-0.01,3,5,15,2,2,1,0.110199665,0.427193179,0.619566917,-0.14352799,-0.828880644,5,3,15,5,3,3,3,4,4,4,4,4,1.900784528,2.056574028,2.056574028,2.324323881,2.324323881,2.384652932,2.432388754,2.432388754,2.108341614
DIGIT-SCHEDULE,S1,DIGIT,SCHEDULE,0.046672352,0.3,3,3,3,2,2,2,-0.31417685,0.427193179,0.306566917,0.22947201,0.261119356,3,3,3,3,3,3,3,3,4,5,5,6,1.945007775,1.945007775,2.4073231,2.449935974,2.449935974,3.033318811,3.033318811,N/A,2.144041608
DIRECTION-REFRAIN,S2,DIRECTION,REFRAIN,0.08970286,0.03,2,5,2,5,2,3,0.648874118,1.427193179,-1.351433083,0.41947201,-1.038880644,5,2,2,5,3,3,4,4,4,4,4,5,2.056866536,2.188596248,2.188596248,2.188596248,2.344026404,2.442685384,2.442685384,2.838601765,2.268170186
DISGUST-SCARED,S1,DISGUST,SCARED,0.184471954,0.26,3,3,4,4,2,1,-0.200226159,0.427193179,-0.389433083,0.15097201,-1.393880644,3,3,4,3,2,2,2,2,2,2,2,2,1.058085301,1.058085301,1.058085301,1.058085301,1.058085301,1.058085301,1.058085301,1.058085301,1.105233997
DISPERSE-JOURNEY,S1,DISPERSE,JOURNEY,0.014471584,0.02,3,3,15,3,2,1,-0.407923269,1.427193179,-1.085433083,0.13097201,-1.028880644,3,3,15,3,2,2,2,3,3,3,3,4,1.282793014,1.282793014,1.282793014,1.888210593,1.888210593,2.239148742,2.33700673,2.33700673,1.341243331
DISPLAY-CREATE,S2,DISPLAY,CREATE,0.135919511,0.3,2,3,3,5,2,3,-0.140421012,2.427193179,-2.588433083,0.19447201,-0.498880644,3,2,3,3,2,2,2,2,3,3,3,3,1.832613608,1.832613608,2.249696116,2.335934692,2.335934692,2.335934692,2.335934692,2.374678141,2.03191599
DISSOLVE-DECOMPOSE,S1,DISSOLVE,DECOMPOSE,0.327327209,0.19,1,3,2,4,1,4,0.623221438,2.427193179,-2.116933083,0.18847201,-0.663880644,3,1,2,3,1,1,1,1,1,2,2,2,0.672672609,0.672672609,0.672672609,0.672672609,0.672672609,1.251502798,1.251502798,1.251502798,0.672672609
DOWNSTREAM-SNORKEL,S2,DOWNSTREAM,SNORKEL,0.160708217,0.26,2,3,3,1,1,4,-0.104267467,-0.572806821,-2.249433083,0.28697201,0.636119356,3,2,3,3,2,2,2,2,2,2,2,2,1.170580145,1.170580145,1.170580145,1.170580145,1.170580145,1.170580145,1.170580145,1.170580145,1.22339528
DOZE-NOISY,S1,DOZE,NOISY,0.196324928,0.1,3,3,6,4,2,3,0.01669387,-1.572806821,-1.873933083,-0.10502799,-0.228880644,3,3,6,3,2,2,2,2,2,2,2,2,1.057656899,1.09306327,1.09306327,1.09306327,1.09306327,1.09306327,1.09306327,1.09306327,1.091444153
DRIVER-POP,S1,DRIVER,POP,0.028601721,0.07,3,3,15,4,2,1,0.074414899,-1.572806821,1.947066917,-0.26802799,0.726119356,3,3,15,3,3,3,3,3,3,3,3,4,1.781262402,1.781262402,1.781262402,1.781262402,1.781262402,1.781262402,1.781262402,2.076827337,1.948590663
DROP-HOLD,S1,DROP,HOLD,0.286099516,0.49,1,1,2,4,1,4,-0.606252165,-2.072806821,2.323066917,-0.21402799,0.206119356,1,1,2,1,1,2,2,2,2,2,2,2,0.713900455,1.171760608,1.171760608,1.171760608,1.171760608,1.171760608,1.171760608,1.171760608,0.713900455
DUE-LOTTERY,S2,DUE,LOTTERY,0.008180999,0.1,2,3,4,1,2,3,-0.640921576,-1.072806821,1.435066917,-0.21902799,-0.038880644,3,2,4,3,3,4,4,5,5,6,6,6,2.139988244,2.231551154,2.231551154,2.836624577,2.836624577,2.941676874,2.941676874,2.941676874,2.361328407
EARNESTNESS-CELL,S2,EARNESTNESS,CELL,-0.04016939,0.02,3,4,6,5,3,1,-0.118302408,1.427193179,-1.685433083,0.56747201,-0.688880644,4,3,6,4,3,3,3,3,4,4,4,4,1.888773401,1.888773401,1.916270353,1.916270353,2.188213165,2.188213165,2.188213165,2.188213165,2.071072298
EARRING-BRACELET,S2,EARRING,BRACELET,0.558056986,0.3,1,2,1,1,1,5,-0.145595637,2.927193179,-1.280933083,0.11147201,1.221119356,2,1,1,2,2,2,2,2,2,2,2,2,0.663546599,0.663546599,0.663546599,0.663546599,0.663546599,0.663546599,0.663546599,0.663546599,0.695110275
ELIMINATION-UNUSED,S1,ELIMINATION,UNUSED,0.113883875,0.14,3,4,15,5,2,1,1.254364822,2.427193179,-0.410933083,0.46047201,-1.413880644,4,3,15,4,3,3,3,4,4,5,5,5,2.074439935,2.074439935,2.074439935,2.928380776,2.929980475,2.966290254,2.966290254,3.167529702,2.288377113
ELK-UNICORN,S1,ELK,UNICORN,0.27126592,-0.03,2,2,1,5,1,4,-0.422536779,-1.072806821,-1.019433083,0.13047201,0.536119356,2,2,1,2,2,2,2,2,2,2,2,2,0.897367761,0.898494686,0.898494686,0.898494686,0.898494686,0.898494686,0.898494686,0.898494686,0.963110756
EMPLOYER-INCOME,S1,EMPLOYER,INCOME,0.24132354,0.22,2,4,2,1,1,5,-0.090668658,0.927193179,1.713566917,-0.02652799,-0.298880644,4,2,2,4,2,2,2,2,2,2,2,2,1.333976753,1.333976753,1.333976753,1.603577177,1.603577177,1.603577177,1.603577177,1.603577177,1.40352016
ENGAGE-AGAIN,S1,ENGAGE,AGAIN,0.094806035,0.1,2,2,2,4,2,4,-0.168530401,-0.572806821,2.019066917,-0.00602799,-1.703880644,2,2,2,2,2,2,2,2,3,3,3,3,1.376007314,1.376007314,1.376007314,1.376007314,1.692983704,1.692983704,1.692983704,1.777266738,1.442547069
EQUAL-ODD,S2,EQUAL,ODD,0.215214546,0.12,2,2,4,2,2,4,0.557059008,-2.072806821,0.822566917,-0.10652799,-1.608880644,2,2,4,2,2,2,2,2,2,2,2,2,1.225707375,1.225707375,1.225707375,1.225707375,1.225707375,1.225707375,1.225707375,1.225707375,1.287148075
ERECT-SCALPEL,S2,ERECT,SCALPEL,0.035885362,0.12,3,5,6,5,2,1,0.620795058,-0.072806821,-2.998933083,0.57897201,0.561119356,5,3,6,5,3,3,3,3,3,4,4,4,1.95524176,1.95524176,1.964272047,1.964272047,2.16996998,2.16996998,2.16996998,2.16996998,2.163034582
EVERYDAY-CEREMONY,S2,EVERYDAY,CEREMONY,-0.023022689,0.1,3,3,15,2,3,1,0.092449012,1.927193179,0.065566917,0.09647201,-0.738880644,3,3,15,3,3,3,3,3,3,3,4,4,1.757318372,1.757318372,1.757318372,1.757318372,1.757318372,1.757318372,2.451124685,2.585634761,1.914035461
EXHAUSTED-SCHEME,S2,EXHAUSTED,SCHEME,0.02659086,0.2,3,6,15,5,3,3,-0.203946395,-0.072806821,1.213566917,-0.04502799,-1.098880644,H,3,15,6,4,4,4,4,4,4,4,4,2.301786397,2.301786397,2.32642609,2.32642609,2.32642609,2.418201632,2.44421962,2.44421962,2.70687438
EXPRESS-TRUTHFUL,S2,EXPRESS,TRUTHFUL,0.153335603,0.16,3,4,4,2,2,3,-0.236625949,1.427193179,-0.028933083,-0.05802799,-1.683880644,4,3,4,4,2,2,2,2,2,2,2,2,1.323134849,1.323134849,1.599508888,1.599508888,1.60115659,1.60115659,1.60115659,1.60115659,1.393484443
FACE-FRIENDLINESS,S1,FACE,FRIENDLINESS,0.074923839,0.22,2,4,3,4,2,3,1.405333836,1.927193179,0.068066917,0.18297201,-0.123880644,4,2,3,4,3,3,3,3,3,4,4,4,1.873549465,1.977896241,1.977896241,2.004409666,2.004409666,2.29434551,2.29434551,2.304169885,2.076360105
FACTOR-FIGURE,S2,FACTOR,FIGURE,0.213051597,0.2,2,2,2,1,2,3,0.099171107,-0.572806821,1.840066917,-0.25402799,-0.528880644,2,2,2,2,2,2,2,2,3,3,3,4,1.239467683,1.239467683,1.239467683,1.239467683,1.816263968,1.849559672,1.849559672,2.267454682,1.308417668
FAITH-CHORUS,S2,FAITH,CHORUS,0.094065926,0.07,2,3,2,4,1,5,-0.340990119,-1.072806821,1.072566917,-0.17802799,-0.908880644,3,2,2,3,2,2,2,3,3,3,3,3,1.61819817,1.61819817,1.61819817,1.61819817,1.61819817,1.61819817,1.61819817,1.61819817,1.784912554
FAMINE-FEED,S1,FAMINE,FEED,0.267847693,0.32,2,2,4,1,1,5,-0.454475698,-1.072806821,-0.218433083,0.06897201,0.121119356,2,2,4,2,2,2,2,2,2,2,2,2,1.286461675,1.286461675,1.286461675,1.327691699,1.327691699,1.327691699,2.760937545,2.760937545,1.345686876
FANCY-FRIENDLY,S2,FANCY,FRIENDLY,0.137830755,0.2,2,2,2,3,2,3,-0.035150246,1.427193179,-1.214433083,-0.01252799,-1.328880644,2,2,2,2,2,2,2,2,2,2,2,2,1.256541879,1.256541879,1.256541879,1.256541879,1.256541879,1.266793911,1.266793911,1.266793911,1.323627963
FARMER-TULIP,S2,FARMER,TULIP,0.260313982,0.13,3,3,4,2,2,1,0.165378221,-1.072806821,-0.639433083,-0.00302799,1.031119356,3,3,4,3,2,2,2,2,2,2,2,2,1.030712197,1.030712197,1.030712197,1.147274443,1.147274443,1.147274443,1.147274443,1.1546324,1.064417994
FAT-HEAVY,S2,FAT,HEAVY,0.096191415,0.26,1,3,3,4,1,4,-0.477571888,-2.072806821,1.698066917,-0.31952799,0.206119356,3,1,3,3,2,2,2,3,3,3,3,4,1.25371237,1.391449177,1.687371679,1.755036881,1.755036881,1.755036881,1.755036881,2.268772421,1.324842009
FAULT-FELT,S2,FAULT,FELT,0.121345551,0.21,3,6,6,3,2,1,0.510458013,-2.572806821,1.414066917,-0.22052799,-1.013880644,H,3,6,6,2,2,2,2,2,3,3,3,1.31820294,1.31820294,1.31820294,1.31820294,1.31820294,1.706922297,1.706922297,1.706922297,1.382841549
FEED-FAMINE,S2,FEED,FAMINE,0.267847693,0.32,2,5,4,1,1,5,0.067200076,-2.072806821,0.679566917,0.08647201,0.121119356,5,2,4,5,2,2,2,2,2,2,2,2,1.127037772,1.216148664,1.216148664,1.216148664,1.365827125,1.365827125,1.365827125,1.365827125,1.181708552
FELT-FAULT,S1,FELT,FAULT,0.121345551,0.21,3,4,6,3,2,1,-0.108576083,-1.572806821,1.718066917,0.01797201,-1.013880644,4,3,6,4,2,2,2,2,2,3,3,3,1.31820294,1.31820294,1.31820294,1.31820294,1.31820294,1.706922297,1.706922297,1.706922297,1.385384625
FEMALE-GROOM,S1,FEMALE,GROOM,0.210661993,0.07,3,5,3,2,2,2,-0.313006297,-0.572806821,0.407066917,0.05847201,0.816119356,5,3,3,5,2,3,3,3,3,3,3,3,1.288906224,1.619482696,1.619482696,1.619482696,1.619482696,1.619482696,1.619482696,1.619482696,1.35965525
FIGURE-FACTOR,S1,FIGURE,FACTOR,0.213051597,0.2,2,6,2,1,2,3,-0.015369127,-0.072806821,1.846566917,-0.15702799,-0.528880644,H,2,2,6,2,2,2,2,3,3,3,4,1.710602998,1.710602998,1.710602998,1.710602998,1.816263968,2.099210595,2.099210595,2.807088482,1.863967926
FILE-POUND,S1,FILE,POUND,-0.067850988,0.08,3,3,4,2,2,1,0.445273524,-1.572806821,2.148566917,-0.17752799,0.771119356,3,3,4,3,3,4,4,4,5,5,6,6,2.673126875,2.673126875,2.673126875,2.974993617,2.974993617,2.974993617,3.438152779,3.438152779,3.106076289
FIN-ZUCCHINI,S2,FIN,ZUCCHINI,0.202066516,0.01,3,6,15,1,2,2,0.696513882,1.427193179,-2.915433083,0.34547201,1.076119356,H,3,15,6,2,2,2,2,2,2,2,2,1.13320262,1.13320262,1.13320262,1.13320262,1.13320262,1.13320262,1.13320262,1.13320262,1.197695672
FINAL-SPONGE,S1,FINAL,SPONGE,-0.004663988,0.04,4,5,6,4,2,2,0.124229989,-0.572806821,0.443066917,-0.07452799,0.096119356,5,4,6,5,3,3,3,3,4,4,4,5,1.957716028,1.957716028,1.957716028,1.957716028,2.429215379,2.443154639,2.488332901,2.771807481,2.158993957
FIREMAN-LID,S2,FIREMAN,LID,0.112087945,0.16,3,4,15,2,3,2,-0.351115021,0.427193179,-0.067433083,-0.00402799,1.141119356,4,3,15,4,2,2,3,3,3,3,3,3,1.744241591,1.744241591,1.744241591,1.844419347,1.844419347,1.844419347,1.844419347,1.844419347,1.931452935
FLASK-CHAMPAGNE,S2,FLASK,CHAMPAGNE,0.300393563,0.07,2,2,1,2,1,5,0.080843868,1.427193179,-0.641433083,0.04197201,1.066119356,2,2,1,2,1,1,1,2,2,2,2,2,0.699606407,0.699606407,0.699606407,1.025907358,1.025907358,1.025907358,1.025907358,1.025907358,0.699606407
FLUNK-TEST,S2,FLUNK,TEST,0.385581165,0.41,2,2,1,2,1,5,-0.582163643,-1.072806821,-3.241933083,0.19397201,-0.573880644,2,2,1,2,2,2,2,3,3,3,3,4,1.367168025,1.367168025,1.367168025,1.904121795,1.904121795,1.949048592,1.949048592,2.446694184,1.434635054
FOOLISH-STRIVE,S2,FOOLISH,STRIVE,0.098532536,0.12,3,4,6,3,3,1,0.329755569,-1.072806821,1.082566917,-0.14052799,-1.783880644,4,3,6,4,2,2,2,2,2,2,3,3,1.235881421,1.235881421,1.288313666,1.288313666,1.454678899,1.454678899,1.454678899,1.454678899,1.288727925
FORCE-CYLINDER,S1,FORCE,CYLINDER,0.069453118,0.09,3,4,2,4,2,1,0.478776436,0.427193179,1.218066917,0.11097201,0.081119356,4,3,2,4,3,3,4,4,4,5,5,5,1.899183408,2.408275037,2.408275037,2.571614078,2.571614078,2.725475761,2.725475761,3.339725925,2.10001824
FORESIGHT-ALGEBRA,S1,FORESIGHT,ALGEBRA,0.034402119,0.03,3,4,6,3,3,2,0.165837849,1.927193179,-1.480933083,0.17447201,-1.273880644,4,3,6,4,3,3,3,3,3,3,3,3,1.612672392,1.612672392,1.862972079,1.862972079,1.862972079,1.862972079,1.862972079,1.862972079,1.733515358
FORM-MESSAGE,S2,FORM,MESSAGE,0.137138204,0.09,2,3,2,4,1,5,-0.008552986,-0.572806821,0.771566917,-0.11902799,-0.188880644,3,2,2,3,3,3,3,5,5,5,5,6,1.951363783,1.951363783,1.951363783,3.010695517,3.107185435,3.01572362,3.01572362,3.598083751,2.153457637
FRAGRANCE-LUNCH,S1,FRAGRANCE,LUNCH,0.004626758,0.15,3,3,6,2,2,2,-0.488694342,0.927193179,-0.818433083,-0.03152799,0.431119356,3,3,6,3,2,2,3,3,3,3,3,3,1.338262329,1.338262329,1.423169926,1.423169926,1.494972144,1.494972144,1.494972144,1.494972144,1.401964888
FRIENDLINESS-FACE,S2,FRIENDLINESS,FACE,0.074923839,0.22,2,2,3,4,2,3,-0.401279727,-0.072806821,-0.994933083,0.08947201,-0.123880644,2,2,3,2,3,3,3,3,3,4,4,4,1.841336503,1.855357964,1.974295389,1.974295389,2.004409666,2.29434551,2.29434551,2.376991481,2.022594015
FRIENDLY-FANCY,S1,FRIENDLY,FANCY,0.137830755,0.2,2,4,2,3,2,3,-0.535911239,0.427193179,0.691066917,-0.13552799,-1.328880644,4,2,2,4,2,2,2,2,2,2,2,2,1.256541879,1.256541879,1.256541879,1.256541879,1.256541879,1.266793911,1.266793911,1.266793911,1.315109983
FRIGID-SPEAKER,S2,FRIGID,SPEAKER,-0.038040698,0.09,3,5,15,5,3,2,-0.005050477,-0.072806821,-1.021933083,0.08247201,0.246119356,5,3,15,5,3,3,3,4,4,4,4,5,2.023617882,2.023617882,2.023617882,2.366887643,2.399132641,2.515494305,2.594049366,2.695628954,2.227672212
FRISK-THIEF,S2,FRISK,THIEF,0.132239584,-0.08,2,3,4,2,2,4,0.172456323,-1.072806821,-0.110433083,-0.16452799,-0.158880644,3,2,4,3,2,2,2,2,2,3,3,3,1.799908128,1.799908128,1.799908128,1.799908128,1.799908128,2.344641183,2.344641183,2.344641183,1.953091608
FUSS-AMBULANCE,S1,FUSS,AMBULANCE,-0.012715795,0.06,3,4,6,4,2,1,0.141605875,0.427193179,-1.225933083,0.23097201,-0.118880644,4,3,6,4,3,3,3,4,4,4,4,4,1.955160006,1.955160006,2.245738774,2.293883917,2.293883917,2.407638936,2.407638936,2.407638936,2.159251969
GALAXY-SPACE,S2,GALAXY,SPACE,0.229618045,0.39,1,1,2,1,2,3,-0.647955468,-0.572806821,1.741566917,-0.24602799,-0.138880644,1,1,2,1,2,2,2,2,4,5,5,5,1.231575529,1.231575529,1.315462607,1.315462607,2.531034817,2.810263038,2.810263038,N/A,1.296751124
GAMBLE-LOAF,S2,GAMBLE,LOAF,0.100832417,0.04,3,4,15,2,3,3,-0.40585397,-1.572806821,0.564066917,0.18897201,0.241119356,4,3,15,4,3,3,3,3,4,4,4,4,1.947455148,1.752322057,1.752322057,1.752322057,2.302425078,2.302425078,2.328887369,2.328887369,2.141055453
GENDER-SEX,S1,GENDER,SEX,0.457137405,0.67,1,1,1,1,1,5,-0.891135367,-1.572806821,1.554066917,-0.22602799,-0.023880644,1,1,1,1,1,1,1,1,1,1,1,1,0.542862556,0.542862556,0.542862556,0.542862556,0.542862556,0.542862556,0.542862556,0.542862556,0.542862556
GHOUL-COMPASSION,S2,GHOUL,COMPASSION,0.060340453,0.11,4,5,3,4,2,2,0.427621604,2.427193179,-1.224933083,0.20347201,-1.443880644,5,4,3,5,2,2,2,2,2,3,3,3,1.292362831,1.292362831,1.294928781,1.294928781,1.294928781,1.668573356,1.668573356,1.668573356,1.351356761
GOODS-PLAZA,S2,GOODS,PLAZA,0.079698273,0.02,2,6,2,3,2,3,-0.306369409,-1.072806821,-0.600433083,0.26497201,0.611119356,H,2,2,6,3,3,3,3,3,3,3,3,1.62911501,1.764541385,1.764541385,1.764541385,1.764541385,1.764541385,1.764541385,2.103725853,1.799163937
GOVERNOR-LIBEL,S1,GOVERNOR,LIBEL,0.141063848,0.05,3,7,4,3,2,3,0.999696917,0.427193179,-0.356933083,0.43047201,-0.598880644,H,3,4,7,3,3,3,3,4,4,4,4,1.877114237,1.877114237,1.877114237,1.877132107,2.094882484,2.094882484,2.094882484,2.094882484,2.059876568
GRAFT-WRITE,S2,GRAFT,WRITE,0.071294523,-0.03,2,2,3,1,1,4,0.548880054,-1.072806821,0.969566917,0.03597201,0.071119356,2,2,3,2,3,3,3,3,3,4,5,5,2.222495847,2.222495847,2.222495847,2.222495847,2.353136776,2.353136776,2.562991258,2.562991258,2.583529136
GRATE-VOYAGE,S1,GRATE,VOYAGE,0.085152942,0.04,3,3,15,2,3,2,-0.018353745,-0.572806821,-1.478933083,0.09297201,0.386119356,3,3,15,3,3,3,3,3,3,3,3,3,1.763464739,1.763464739,1.763464739,1.817841937,1.817841937,1.896984647,2.053852043,2.053852043,1.935448898
GROOM-FEMALE,S2,GROOM,FEMALE,0.210661993,0.07,3,3,3,2,2,2,-0.236060255,-1.572806821,2.208066917,0.03347201,0.816119356,3,3,3,3,2,3,3,3,3,3,3,3,1.288906224,1.381500225,1.381500225,1.381500225,1.381500225,1.381500225,1.381500225,1.381500225,1.34704782
